Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime|Target|StartDate|EndDate|TotalTime
TA|127A||BHZ|32.676399|-103.357498|1160.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2008-03-16T00:00:00|2010-03-03T16:50:00|TA.127A..BHZ.M|2008-03-16|2010-03-04|62009400.00000001
TA|128A||BHZ|32.6213|-102.485001|966.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-02-06T00:00:00|2010-12-06T18:16:29|TA.128A..BHZ.M|2009-02-06|2010-12-07|57780989.0
TA|129A||BHZ|32.630901|-101.866203|876.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2009-01-31T00:00:00|2009-09-01T14:29:59|TA.129A..BHZ.M|2009-01-31|2009-09-02|18455399.0
TA|129A||BHZ|32.630901|-101.866203|876.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-09-01T14:30:00|2010-12-07T17:00:00|TA.129A..BHZ.M|2009-09-01|2010-12-08|39925800.0
TA|130A||BHZ|32.5961|-100.965202|676.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2009-03-12T00:00:00|2011-02-09T16:20:00|TA.130A..BHZ.M|2009-03-12|2011-02-10|60452400.00000001
TA|131A||BHZ|32.673698|-100.388802|622.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2009-03-14T00:00:00|2011-02-09T19:40:00|TA.131A..BHZ.M|2009-03-14|2011-02-10|60291600.00000001
TA|133A||BHZ|32.608299|-98.916199|418.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-11-12T00:00:00|2011-09-08T17:05:00|TA.133A..BHZ.M|2009-11-12|2011-09-09|57517500.0
TA|134A||BHZ|32.572899|-98.079498|297.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2009-11-16T00:00:00|2011-09-08T13:05:00|TA.134A..BHZ.M|2009-11-16|2011-09-09|57157500.0
TA|135A||BHZ|32.557301|-97.409897|270.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2009-11-13T00:00:00|2010-02-18T16:35:00|TA.135A..BHZ.M|2009-11-13|2010-02-19|8440500.0
TA|135A||BHZ|32.557301|-97.409897|270.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2010-02-19T16:00:00|2011-09-09T22:50:00|TA.135A..BHZ.M|2010-02-19|2011-09-10|49013400.0
TA|136A||BHZ|32.474602000000004|-96.529701|113.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2010-06-06T00:00:00|2012-01-19T16:40:00|TA.136A..BHZ.M|2010-06-06|2012-01-20|51208800.0
TA|137A||BHZ|32.597301|-95.755898|141.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2010-02-24T00:00:00|2012-01-22T15:50:00|TA.137A..BHZ.M|2010-02-24|2012-01-23|60277800.00000001
TA|138A||BHZ|32.6604|-95.088699|143.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2010-02-22T00:00:00|2012-01-29T16:45:00|TA.138A..BHZ.M|2010-02-22|2012-01-30|61058700.00000001
TA|139A||BHZ|32.679501|-94.3927|59.0|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907010.0|0.2|M/S|40.0|2010-04-30T00:00:00|2012-01-24T18:30:00|TA.139A..BHZ.M|2010-04-30|2012-01-25|54844200.0
TA|140A||BHZ|32.6408|-93.573997|56.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2011-02-12T00:00:00|2012-11-10T22:05:00|TA.140A..BHZ.M|2011-02-12|2012-11-11|55116300.0
TA|141A||BHZ|32.604599|-92.9049|91.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2011-02-14T00:00:00|2012-11-12T18:00:00|TA.141A..BHZ.M|2011-02-14|2012-11-13|55101600.0
TA|142A||BHZ|32.548801|-91.945702|23.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2011-02-22T00:00:00|2012-11-13T17:55:00|TA.142A..BHZ.M|2011-02-22|2012-11-14|54496500.0
TA|143A||BHZ|32.703201|-91.403603|30.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2011-02-18T00:00:00|2013-03-11T20:10:00|TA.143A..BHZ.M|2011-02-18|2013-03-12|65045400.00000001
TA|144A||BHZ|32.630402000000004|-90.4226|78.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2011-03-22T00:00:00|2013-02-01T17:30:00|TA.144A..BHZ.M|2011-03-22|2013-02-02|58987800.0
TA|145A||BHZ|32.6035|-89.928703|93.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2011-03-25T00:00:00|2012-04-19T16:45:00|TA.145A..BHZ.M|2011-03-25|2012-04-20|33842700.0
TA|145A||BHZ|32.6035|-89.928703|93.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2012-04-19T16:45:00|2013-03-16T16:45:00|TA.145A..BHZ.M|2012-04-19|2013-03-17|28598400.0
TA|146A||BHZ|32.636799|-89.05729699999998|164.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2011-03-23T00:00:00|2011-04-01T21:00:00|TA.146A..BHZ.M|2011-03-23|2011-04-02|853200.0
TA|146A||BHZ|32.636799|-89.05729699999998|164.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2011-04-01T21:00:00|2013-01-29T18:00:00|TA.146A..BHZ.M|2011-04-01|2013-01-30|57790800.0
TA|147A||BHZ|32.673801|-88.270798|57.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 400 and a|502064992.0|0.2|M/S|40.0|2011-04-10T00:00:00|2012-01-19T17:14:59|TA.147A..BHZ.M|2011-04-10|2012-01-20|24599699.0
TA|147A||BHZ|32.673801|-88.270798|57.0|0.0|0.0|-90.0|Nanometrics Trillium 240 Sec Response sn 0-399/Qua|502078016.0|0.2|M/S|40.0|2012-01-19T17:15:00|2013-11-17T16:50:00|TA.147A..BHZ.M|2012-01-19|2013-11-18|57713700.0
TA|148A||BHZ|32.6469|-87.570999|63.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2012-01-16T00:00:00|2013-08-07T18:35:00|TA.148A..BHZ.M|2012-01-16|2013-08-08|49228500.0
TA|149A||BHZ|32.598301|-86.79160300000002|138.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2012-01-17T00:00:00|2013-08-07T14:40:00|TA.149A..BHZ.M|2012-01-17|2013-08-08|49128000.0
TA|150A||BHZ|32.606701|-86.022003|145.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2012-01-18T00:00:00|2013-08-09T15:05:00|TA.150A..BHZ.M|2012-01-18|2013-08-10|49215900.0
TA|151A||BHZ|32.526901|-85.326698|211.0|0.0|0.0|-90.0|Streckeisen STS-2.5/Quanterra 330 Linear Phase Com|628316030.0|0.2|M/S|40.0|2012-01-19T00:00:00|2013-08-09T18:35:00|TA.151A..BHZ.M|2012-01-19|2013-08-10|49142100.0
TA|152A||BHZ|32.668598|-84.71880300000002|214.0|0.0|0.0|-90.0|Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co|627192000.0|0.2|M/S|40.0|2012-04-03T00:00:00|2014-02-03T22:25:20|TA.152A..BHZ.M|2012-04-03|2014-02-04|58055120.0
