Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime|Target|StartDate|EndDate|TotalTime
GS|HVMG|00|EHZ|18.23571|-72.309242|145.0|0.0|0.0|-90.0|L22-119-07=186=Gen=RT-130=946F|1772179970.0|10.0|M/S|100.0|2010-03-16T00:00:00|2010-06-23T22:41:00|GS.HVMG.00.EHZ.M|2010-03-16|2010-06-24|8635260.0
GS|HVMG|01|EHZ|18.23571|-72.309242|145.0|0.0|0.0|-90.0|L22-119-07=186=Gen=RT-130=946F|1772179970.0|10.0|M/S|200.0|2010-03-16T00:00:00|2010-06-23T22:41:00|GS.HVMG.01.EHZ.M|2010-03-16|2010-06-24|8635260.0
GS|ID01|00|HHZ|44.43568|-114.149933|1637.0|0.0|0.0|-90.0|TRILLIUM-COMPACT=000572=Gen=RT-130=9232|471366016.0|1.0|M/S|100.0|2014-04-19T00:00:00|2014-09-24T14:09:00|GS.ID01.00.HHZ.M|2014-04-19|2014-09-25|13702140.0
GS|ID02|00|HHZ|44.60475200000001|-114.184471|1476.0|0.0|0.0|-90.0|TRILLIUM-COMPACT=000577=Gen=RT-130=9231|471366016.0|1.0|M/S|100.0|2014-04-17T21:40:00|2014-09-24T18:47:00|GS.ID02.00.HHZ.M|2014-04-17|2014-09-25|13813620.0
GS|ID03|00|HHZ|44.453499|-113.878998|1878.0|0.0|0.0|-90.0|TRILLIUM-COMPACT=000567=Gen=RT-130=AE97|471366016.0|1.0|M/S|100.0|2014-06-25T07:00:00|2014-09-25T00:11:00|GS.ID03.00.HHZ.M|2014-06-25|2014-09-26|7924260.000000001
GS|ID04|00|HHZ|44.845619|-114.24295|2500.0|0.0|0.0|-90.0|TRILLIUM-COMPACT=000534=Gen=RT-130=AE8C|471366016.0|1.0|M/S|100.0|2014-06-25T19:00:00|2014-09-24T20:08:00|GS.ID04.00.HHZ.M|2014-06-25|2014-09-25|7866480.000000001
GS|ID05|00|HHZ|42.642948|-111.458992|2262.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|468848992.0|0.05|M/S|100.0|2017-09-07T19:07:00|2017-10-24T16:15:00|GS.ID05.00.HHZ.M|2017-09-07|2017-10-25|4050480.0000000005
GS|ID06|00|HHZ|42.585251|-111.45179|1897.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|468848992.0|0.05|M/S|100.0|2017-09-08T00:46:00|2017-10-24T18:55:00|GS.ID06.00.HHZ.M|2017-09-08|2017-10-25|4039740.0000000005
GS|ID07|00|HHZ|42.534889|-112.07972|1855.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|468848992.0|0.05|M/S|100.0|2017-09-08T21:41:00|2017-10-25T18:28:00|GS.ID07.00.HHZ.M|2017-09-08|2017-10-26|4049220.0000000005
GS|ID08|00|HHZ|42.896|-111.83889|2054.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|468848992.0|0.05|M/S|100.0|2017-09-09T00:04:00|2017-10-25T20:14:00|GS.ID08.00.HHZ.M|2017-09-09|2017-10-26|4047000.0000000005
GS|ID09|00|HHZ|42.244431|-111.193581|2088.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|468848992.0|0.05|M/S|100.0|2017-09-09T18:01:00|2017-10-26T16:40:00|GS.ID09.00.HHZ.M|2017-09-09|2017-10-27|4055940.0000000005
GS|ID10|00|HHZ|42.5186|-110.891853|2252.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|468848992.0|0.05|M/S|100.0|2017-09-12T23:00:00|2017-10-26T18:10:00|GS.ID10.00.HHZ.M|2017-09-12|2017-10-27|3784200.0000000005
GS|KAN01|01|HHZ|37.153419|-97.758972|360.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-08-19T17:00:00|2599-12-31T23:59:59|GS.KAN01.01.HHZ.M|2014-08-19|2018-10-12|130834800.00000001
GS|KAN05|01|HHZ|37.10865|-97.872276|348.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-08-22T20:00:00|2599-12-31T23:59:59|GS.KAN05.01.HHZ.M|2014-08-22|2018-10-12|130564800.00000001
GS|KAN06|01|HHZ|37.248001|-97.858597|393.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-08-22T15:00:00|2599-12-31T23:59:59|GS.KAN06.01.HHZ.M|2014-08-22|2018-10-12|130582800.00000001
GS|KAN08|01|HHZ|37.226719|-97.970947|375.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-08-21T16:00:00|2599-12-31T23:59:59|GS.KAN08.01.HHZ.M|2014-08-21|2018-10-12|130665600.00000001
GS|KAN09|01|HHZ|37.136131|-97.618317|371.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-08-21T23:00:00|2015-04-13T00:00:00|GS.KAN09.01.HHZ.M|2014-08-21|2015-04-13|20221200.0
GS|KAN09|01|HHZ|37.136131|-97.618317|371.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-04-13T00:00:00|2599-12-31T23:59:59|GS.KAN09.01.HHZ.M|2015-04-13|2018-10-12|110419200.0
GS|KAN10|01|HHZ|37.123501|-98.095131|417.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2014-05-07T20:50:47|2015-04-14T00:00:00|GS.KAN10.01.HHZ.M|2014-05-07|2015-04-14|29473753.0
GS|KAN10|01|HHZ|37.123501|-98.095131|417.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-04-14T00:00:00|2015-09-16T00:00:00|GS.KAN10.01.HHZ.M|2015-04-14|2015-09-16|13392000.0
